date,trial_number,p_r,trial_id,total_time,tank,urchin_density,urchin_size,urchin_mass,kelp_in,kelp_out,mortality
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,65,97,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,62,98,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,43,29,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,43,31,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,40,23,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,38,23,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,37,22,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,49,43,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,55,61,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,56,66,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,56,59,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,39,20,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,50,51,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,45,36,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,48,41,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,43,35,249.3,215.7,0
2019-07-03,1,p,P19-3,46.53333333,13-BD,19,48,43,249.3,215.7,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,48,39,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,56,79,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,49,53,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,54,61,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,38,24,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,36,21,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,36,17,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,50,33,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,50,52,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,35,15,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,39,27,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,49,62,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,47,45,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,51,57,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,35,16,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,40,26,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,60,82,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,37,22,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,60,78,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,45,39,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,46,42,250.5,219.6,0
2019-07-03,1,p,P22-3,46.45,14-BI,22,57,53,250.5,219.6,0
2019-07-03,1,p,P3-3,46.46666667,14-BD,3,63,99,249.5,251.7,0
2019-07-03,1,p,P3-3,46.46666667,14-BD,3,54,55,249.5,251.7,0
2019-07-03,1,p,P3-3,46.46666667,14-BD,3,45,36,249.5,251.7,0
2019-07-10,2,r,R3-3,93.433333,1-BD,3,91,252,251,233,0
2019-07-10,2,r,R3-3,93.433333,1-BD,3,79,184,251,233,0
2019-07-10,2,r,R3-3,93.433333,1-BD,3,80,202,251,233,0
2019-07-10,2,p,P2-4,48,4-BD,2,64,93,251,252,0
2019-07-10,2,p,P2-4,48,4-BD,2,57,79,251,252,0
2019-07-10,2,r,R1-3,96,11-TD,1,101,401,249,235,0
2019-07-10,2,p,P7-4,48,11-TI,7,61,92,250,239,1
2019-07-10,2,p,P7-4,48,11-TI,7,58,84,250,239,1
2019-07-10,2,p,P7-4,48,11-TI,7,62,90,250,239,1
2019-07-10,2,p,P7-4,48,11-TI,7,49,56,250,239,1
2019-07-10,2,p,P7-4,48,11-TI,7,48,40,250,239,1
2019-07-10,2,p,P7-4,48,11-TI,7,43,31,250,239,1
2019-07-10,2,p,P7-4,48,11-TI,7,35,17,250,239,1
2019-07-10,2,p,P11-4,48,11-BD,11,64,99,250,242,0
2019-07-10,2,p,P11-4,48,11-BD,11,50,51,250,242,0
2019-07-10,2,p,P11-4,48,11-BD,11,56,75,250,242,0
2019-07-10,2,p,P11-4,48,11-BD,11,62,116,250,242,0
2019-07-10,2,p,P11-4,48,11-BD,11,45,36,250,242,0
2019-07-10,2,p,P11-4,48,11-BD,11,55,58,250,242,0
2019-07-10,2,p,P11-4,48,11-BD,11,57,77,250,242,0
2019-07-10,2,p,P11-4,48,11-BD,11,55,66,250,242,0
2019-07-10,2,p,P11-4,48,11-BD,11,53,60,250,242,0
2019-07-10,2,p,P11-4,48,11-BD,11,50,53,250,242,0
2019-07-10,2,p,P11-4,48,11-BD,11,54,63,250,242,0
2019-07-10,2,p,P3-4,48,7-BI,3,66,102,250,250,0
2019-07-10,2,p,P3-4,48,7-BI,3,46,41,250,250,0
2019-07-10,2,p,P3-4,48,7-BI,3,63,96,250,250,0
2019-07-10,2,r,R2-3,96,7-BD,2,84,243,250,248,0
2019-07-10,2,r,R2-3,96,7-BD,2,38,24,250,248,0
2019-07-10,2,p,P44-4,48,8-BD,44,59,70,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,69,109,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,35,15,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,62,91,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,56,65,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,50,53,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,61,81,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,57,74,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,50,50,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,44,34,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,60,76,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,59,83,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,53,52,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,59,78,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,47,45,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,53,65,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,56,71,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,52,62,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,59,72,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,51,66,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,63,91,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,65,92,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,60,80,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,51,60,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,55,68,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,63,91,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,55,64,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,54,68,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,45,34,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,70,153,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,57,72,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,45,36,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,52,59,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,35,17,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,60,83,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,56,80,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,55,63,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,39,23,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,58,72,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,59,83,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,51,65,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,63,99,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,40,32,250,213,4
2019-07-10,2,p,P44-4,48,8-BD,44,49,42,250,213,4
2019-07-10,2,r,R5-3,96,8-BI,5,99,331,250,235,0
2019-07-10,2,r,R5-3,96,8-BI,5,101,394,250,235,0
2019-07-10,2,r,R5-3,96,8-BI,5,47,43,250,235,0
2019-07-10,2,r,R5-3,96,8-BI,5,85,233,250,235,0
2019-07-10,2,r,R5-3,96,8-BI,5,44,32,250,235,0
2019-07-10,2,r,R7-3,96,12-TD,7,87,266,251,230,0
2019-07-10,2,r,R7-3,96,12-TD,7,85,233,251,230,0
2019-07-10,2,r,R7-3,96,12-TD,7,84,275,251,230,0
2019-07-10,2,r,R7-3,96,12-TD,7,45,42,251,230,0
2019-07-10,2,r,R7-3,96,12-TD,7,80,259,251,230,0
2019-07-10,2,r,R7-3,96,12-TD,7,82,249,251,230,0
2019-07-10,2,r,R7-3,96,12-TD,7,67,135,251,230,0
2019-07-10,2,p,P19-4,48,12-TI,19,52,57,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,59,75,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,60,82,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,59,74,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,51,56,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,49,43,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,55,70,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,62,95,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,49,41,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,55,62,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,63,103,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,55,73,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,52,53,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,56,73,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,44,29,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,55,63,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,61,71,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,52,72,249,231,0
2019-07-10,2,p,P19-4,48,12-TI,19,61,82,249,231,0
2019-07-10,2,r,R12-3,96,9-BD,12,90,337,249,217,0
2019-07-10,2,r,R12-3,96,9-BD,12,55,77,249,217,0
2019-07-10,2,r,R12-3,96,9-BD,12,81,218,249,217,0
2019-07-10,2,r,R12-3,96,9-BD,12,75,198,249,217,0
2019-07-10,2,r,R12-3,96,9-BD,12,77,251,249,217,0
2019-07-10,2,r,R12-3,96,9-BD,12,86,241,249,217,0
2019-07-10,2,r,R12-3,96,9-BD,12,82,205,249,217,0
2019-07-10,2,r,R12-3,96,9-BD,12,81,217,249,217,0
2019-07-10,2,r,R12-3,96,9-BD,12,82,255,249,217,0
2019-07-10,2,r,R12-3,96,9-BD,12,86,284,249,217,0
2019-07-10,2,r,R12-3,96,9-BD,12,89,270,249,217,0
2019-07-10,2,r,R12-3,96,9-BD,12,86,258,249,217,0
2019-07-10,2,p,P22-4,48,13-BD,22,57,67,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,53,74,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,53,66,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,61,75,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,54,59,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,70,122,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,62,77,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,47,42,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,48,41,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,59,72,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,63,104,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,59,76,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,69,120,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,65,91,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,68,114,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,58,79,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,57,73,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,61,82,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,60,84,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,62,94,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,55,82,249,242,2
2019-07-10,2,p,P22-4,48,13-BD,22,44,30,249,242,2
2019-07-10,2,p,P24-4,48,7-TI,24,57,65,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,65,96,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,69,124,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,59,73,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,70,129,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,61,91,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,55,72,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,48,44,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,70,129,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,48,43,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,62,91,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,56,64,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,49,42,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,59,74,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,58,71,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,58,72,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,60,91,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,56,78,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,51,50,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,58,78,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,56,68,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,57,77,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,57,60,250,205,0
2019-07-10,2,p,P24-4,48,7-TI,24,58,73,250,205,0
