date,trial_number,p_r,trial_id,total_time,tank,tank_size,urchin_density,urchin_size,urchin_mass,tank_biomass,ad_lib_feeding,days_starved,kelp_in1,kelp_in2,kelp_in3,kelp_in,kelp_out1,kelp_out2,kelp_out_R,kelp_out,mortality
43649,1,p,P44-2,44.4,7-BI,1.6,44,59,81,2640,8,5,99.9,99.5,50.5,249.9,126.1,33.7,0,159.8,0
43649,1,p,P44-2,44.4,7-BI,1.6,44,57,76,2640,8,5,99.9,99.5,50.5,249.9,126.1,33.7,0,159.8,0
43649,1,p,P44-2,44.4,7-BI,1.6,44,54,58,2640,8,5,99.9,99.5,50.5,249.9,126.1,33.7,0,159.8,0
43649,1,p,P44-2,44.4,7-BI,1.6,44,66,108,2640,8,5,99.9,99.5,50.5,249.9,126.1,33.7,0,159.8,0
43649,1,p,P44-2,44.4,7-BI,1.6,44,57,64,2640,8,5,99.9,99.5,50.5,249.9,126.1,33.7,0,159.8,0
43649,1,p,P44-2,44.4,7-BI,1.6,44,52,58,2640,8,5,99.9,99.5,50.5,249.9,126.1,33.7,0,159.8,0
43649,1,p,P44-2,44.4,7-BI,1.6,44,54,54,2640,8,5,99.9,99.5,50.5,249.9,126.1,33.7,0,159.8,0
43649,1,p,P44-2,44.4,7-BI,1.6,44,54,59,2640,8,5,99.9,99.5,50.5,249.9,126.1,33.7,0,159.8,0
43649,1,p,P44-2,44.4,7-BI,1.6,44,54,55,2640,8,5,99.9,99.5,50.5,249.9,126.1,33.7,0,159.8,0
43649,1,p,P44-2,44.4,7-BI,1.6,44,53,59,2640,8,5,99.9,99.5,50.5,249.9,126.1,33.7,0,159.8,0
43649,1,p,P44-2,44.4,7-BI,1.6,44,40,24,2640,8,5,99.9,99.5,50.5,249.9,126.1,33.7,0,159.8,0
43649,1,r,R2-1,91.56666667,7-BD,1.6,2,55,65,271,8,5,99.7,99.5,50.5,249.7,122.6,126.5,246.2,246.2,0
43649,1,r,R2-1,91.56666667,7-BD,1.6,2,81,206,271,8,5,99.7,99.5,50.5,249.7,122.6,126.5,246.2,246.2,0
43649,1,p,P2-2,44.88333333,7-TI,1.6,2,57,76,141,8,5,99.9,99.7,50.7,250.3,128.7,116,0,244.7,0
43649,1,p,P2-2,44.88333333,7-TI,1.6,2,55,65,141,8,5,99.9,99.7,50.7,250.3,128.7,116,0,244.7,0
43649,1,r,R2-2,91.81666667,7-TD,1.6,2,78,233,472,8,5,99.9,99.7,50.8,250.4,128.4,124.8,228,228,0
43649,1,r,R2-2,91.81666667,7-TD,1.6,2,77,239,472,8,5,99.9,99.7,50.8,250.4,128.4,124.8,228,228,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,52,57,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,59,85,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,70,141,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,58,81,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,58,83,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,50,46,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,59,82,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,47,36,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,65,106,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,35,20,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,57,72,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,53,61,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,49,39,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,35,16,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,58,77,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,60,93,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,59,67,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,56,60,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,55,61,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,46,47,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,62,77,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,55,72,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,50,46,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,p,P24-1,46.18333333,8-BI,1.6,24,38,22,1547,8,5,99.5,99,50.3,248.8,127.2,49.3,0,176.5,0
43649,1,r,R7-2,93.13333333,8-BD,1.6,7,85,226,903,8,5,99.4,99.6,50.6,249.6,130,110.2,244.9,244.9,0
43649,1,r,R7-2,93.13333333,8-BD,1.6,7,55,66,903,8,5,99.4,99.6,50.6,249.6,130,110.2,244.9,244.9,0
43649,1,r,R7-2,93.13333333,8-BD,1.6,7,41,30,903,8,5,99.4,99.6,50.6,249.6,130,110.2,244.9,244.9,0
43649,1,r,R7-2,93.13333333,8-BD,1.6,7,42,31,903,8,5,99.4,99.6,50.6,249.6,130,110.2,244.9,244.9,0
43649,1,r,R7-2,93.13333333,8-BD,1.6,7,80,208,903,8,5,99.4,99.6,50.6,249.6,130,110.2,244.9,244.9,0
43649,1,r,R7-2,93.13333333,8-BD,1.6,7,82,274,903,8,5,99.4,99.6,50.6,249.6,130,110.2,244.9,244.9,0
43649,1,r,R7-2,93.13333333,8-BD,1.6,7,59,68,903,8,5,99.4,99.6,50.6,249.6,130,110.2,244.9,244.9,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,56,76,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,39,24,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,64,96,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,50,47,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,62,83,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,51,51,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,58,91,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,47,48,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,55,68,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,59,82,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,50,60,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,49,44,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,44,34,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,63,92,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,58,71,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,59,78,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,51,51,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,55,68,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,55,69,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,40,24,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,55,75,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,42,32,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,37,22,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,p,P24-2,46.88333333,13-TI,1.6,24,64,94,1480,8,5,99.7,99.9,50.3,249.9,125.5,75.1,0,200.6,0
43649,1,r,R1-2,92.78333333,13-TD,1.6,1,71,144,144,8,5,99.6,99.6,50.7,249.9,127.8,113.7,243.1,243.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,57,84,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,63,102,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,54,61,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,53,54,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,53,57,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,40,24,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,67,84,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,43,23,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,65,91,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,60,76,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,67,104,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,57,72,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,47,33,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,57,74,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,43,31,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,58,75,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,62,105,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,69,126,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,56,64,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,56,74,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,44,32,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,p,P22-2,46.53333333,12-TI,1.6,22,54,63,1509,8,5,99.1,99.4,50.4,248.9,127.3,72.8,0,200.1,0
43649,1,r,R12-2,93.15,12-TD,1.6,12,57,72,2104,8,5,99,99.4,50.6,249,124.9,111.8,229.8,229.8,0
43649,1,r,R12-2,93.15,12-TD,1.6,12,80,263,2104,8,5,99,99.4,50.6,249,124.9,111.8,229.8,229.8,0
43649,1,r,R12-2,93.15,12-TD,1.6,12,84,232,2104,8,5,99,99.4,50.6,249,124.9,111.8,229.8,229.8,0
43649,1,r,R12-2,93.15,12-TD,1.6,12,86,272,2104,8,5,99,99.4,50.6,249,124.9,111.8,229.8,229.8,0
43649,1,r,R12-2,93.15,12-TD,1.6,12,82,220,2104,8,5,99,99.4,50.6,249,124.9,111.8,229.8,229.8,0
43649,1,r,R12-2,93.15,12-TD,1.6,12,61,100,2104,8,5,99,99.4,50.6,249,124.9,111.8,229.8,229.8,0
43649,1,r,R12-2,93.15,12-TD,1.6,12,53,77,2104,8,5,99,99.4,50.6,249,124.9,111.8,229.8,229.8,0
43649,1,r,R12-2,93.15,12-TD,1.6,12,62,99,2104,8,5,99,99.4,50.6,249,124.9,111.8,229.8,229.8,0
43649,1,r,R12-2,93.15,12-TD,1.6,12,84,217,2104,8,5,99,99.4,50.6,249,124.9,111.8,229.8,229.8,0
43649,1,r,R12-2,93.15,12-TD,1.6,12,46,46,2104,8,5,99,99.4,50.6,249,124.9,111.8,229.8,229.8,0
43649,1,r,R12-2,93.15,12-TD,1.6,12,84,254,2104,8,5,99,99.4,50.6,249,124.9,111.8,229.8,229.8,0
43649,1,r,R12-2,93.15,12-TD,1.6,12,85,252,2104,8,5,99,99.4,50.6,249,124.9,111.8,229.8,229.8,0
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,59,96,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,53,56,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,42,31,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,39,25,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,50,37,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,52,56,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,53,54,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,58,83,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,60,81,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,63,98,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,46,47,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,57,74,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,63,95,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,65,110,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,55,65,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,52,51,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,52,55,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,55,60,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,54,56,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,48,41,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,65,107,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,57,65,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,43,31,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P24-3,45.56666667,11-TI,1.6,24,47,43,1517,8,5,99.9,99.7,50.1,249.7,128.3,73.7,0,202,1
43649,1,p,P2-3,45.71666667,11-TD,1.6,2,59,85,124,8,5,99.9,99.7,50.7,250.3,128.1,118.2,0,246.3,0
43649,1,p,P2-3,45.71666667,11-TD,1.6,2,47,39,124,8,5,99.9,99.7,50.7,250.3,128.1,118.2,0,246.3,0
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,59,87,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,40,58,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,49,48,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,49,56,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,46,40,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,64,100,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,46,39,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,48,44,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,46,33,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,47,38,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,37,25,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,69,124,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,56,13,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,42,85,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,54,40,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,42,39,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,65,64,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,60,46,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,60,68,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,49,49,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,52,82,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,45,102,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,35,58,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,59,44,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,51,118,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,46,56,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,56,26,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,51,58,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,56,28,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,51,102,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,61,91,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,61,93,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,52,45,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,54,51,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,67,38,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,44,34,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,39,23,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,54,58,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,54,60,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,53,67,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,55,77,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,48,51,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,64,101,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P44-3,45.26666667,11-BI,1.6,44,64,102,2661,8,5,99.8,99.8,50.5,250.1,127.9,0,0,127.9,1
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,51,44,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,39,23,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,39,25,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,38,24,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,57,76,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,57,66,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,52,55,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,46,41,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,49,42,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,45,35,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,46,43,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,48,37,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,45,40,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,38,23,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,56,69,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,57,70,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,35,20,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,48,43,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
43649,1,p,P19-2,45.43333333,11-BD,1.6,19,41,25,801,8,5,99.3,99.9,50.6,249.8,130.6,109.1,0,239.7,0
